,Year,Week,Day,Date,Time,Winner/tie,Loser/tie,PtsW,PtsL,YdsW,TOW,YdsL,TOL,HomeTeam,AwayTeam
11751,2014,17,Sun,December 28,4:25PM,San Francisco 49ers,Arizona Cardinals,20,17,395,0,397,3,San Francisco 49ers,Arizona Cardinals
11752,2014,17,Sun,December 28,4:25PM,Carolina Panthers,Atlanta Falcons,34,3,306,0,288,3,Atlanta Falcons,Carolina Panthers
11753,2014,17,Sun,December 28,4:25PM,Green Bay Packers,Detroit Lions,30,20,377,2,313,1,Green Bay Packers,Detroit Lions
11754,2014,17,Sun,December 28,4:25PM,Denver Broncos,Oakland Raiders,47,14,451,1,199,2,Denver Broncos,Oakland Raiders
11755,2014,17,Sun,December 28,4:27PM,Seattle Seahawks,St. Louis Rams,20,6,354,2,245,3,Seattle Seahawks,St. Louis Rams
11756,2014,17,Sun,December 28,8:30PM,Pittsburgh Steelers,Cincinnati Bengals,27,17,346,3,337,3,Pittsburgh Steelers,Cincinnati Bengals
11758,2014,WildCard,Sat,January 3,4:20PM,Carolina Panthers,Arizona Cardinals,27,16,386,3,78,3,Carolina Panthers,Arizona Cardinals
11759,2014,WildCard,Sat,January 3,8:15PM,Baltimore Ravens,Pittsburgh Steelers,30,17,299,1,387,3,Pittsburgh Steelers,Baltimore Ravens
11760,2014,WildCard,Sun,January 4,1:05PM,Indianapolis Colts,Cincinnati Bengals,26,10,482,1,254,1,Indianapolis Colts,Cincinnati Bengals
11761,2014,WildCard,Sun,January 4,4:41PM,Dallas Cowboys,Detroit Lions,24,20,315,1,397,3,Dallas Cowboys,Detroit Lions
11762,2014,Division,Sat,January 10,4:35PM,New England Patriots,Baltimore Ravens,35,31,422,1,428,2,New England Patriots,Baltimore Ravens
11763,2014,Division,Sat,January 10,8:21PM,Seattle Seahawks,Carolina Panthers,31,17,348,0,362,3,Seattle Seahawks,Carolina Panthers
11764,2014,Division,Sun,January 11,1:05PM,Green Bay Packers,Dallas Cowboys,26,21,416,1,315,1,Green Bay Packers,Dallas Cowboys
11765,2014,Division,Sun,January 11,4:40PM,Indianapolis Colts,Denver Broncos,24,13,364,2,288,1,Denver Broncos,Indianapolis Colts
11766,2014,ConfChamp,Sun,January 18,3:06PM,Seattle Seahawks,Green Bay Packers,28,22,397,5,306,2,Seattle Seahawks,Green Bay Packers
11767,2014,ConfChamp,Sun,January 18,6:50PM,New England Patriots,Indianapolis Colts,45,7,397,1,209,3,New England Patriots,Indianapolis Colts
11768,2014,SuperBowl,Sun,February 1,6:30PM,New England Patriots,Seattle Seahawks,28,24,377,2,396,1,New England Patriots,Seattle Seahawks
11769,2015,1,Thu,September 10,8:40PM,New England Patriots,Pittsburgh Steelers,28,21,361,0,464,1,New England Patriots,Pittsburgh Steelers
11770,2015,1,Sun,September 13,1:00PM,St. Louis Rams,Seattle Seahawks,34,31,352,3,343,1,St. Louis Rams,Seattle Seahawks
11771,2015,1,Sun,September 13,1:00PM,Green Bay Packers,Chicago Bears,31,23,322,0,402,1,Chicago Bears,Green Bay Packers
11772,2015,1,Sun,September 13,1:02PM,Miami Dolphins,Washington Redskins,17,10,256,1,349,2,Washington Redskins,Miami Dolphins
11773,2015,1,Sun,September 13,1:02PM,Kansas City Chiefs,Houston Texans,27,20,330,0,396,2,Houston Texans,Kansas City Chiefs
11774,2015,1,Sun,September 13,1:03PM,Carolina Panthers,Jacksonville Jaguars,20,9,263,1,265,3,Jacksonville Jaguars,Carolina Panthers
11775,2015,1,Sun,September 13,1:03PM,Buffalo Bills,Indianapolis Colts,27,14,342,0,304,3,Buffalo Bills,Indianapolis Colts
11776,2015,1,Sun,September 13,1:04PM,New York Jets,Cleveland Browns,31,10,333,1,321,5,New York Jets,Cleveland Browns
11777,2015,1,Sun,September 13,4:05PM,San Diego Chargers,Detroit Lions,33,28,483,3,302,2,San Diego Chargers,Detroit Lions
11778,2015,1,Sun,September 13,4:05PM,Arizona Cardinals,New Orleans Saints,31,19,427,1,408,1,Arizona Cardinals,New Orleans Saints
11779,2015,1,Sun,September 13,4:25PM,Denver Broncos,Baltimore Ravens,19,13,219,1,173,2,Denver Broncos,Baltimore Ravens
11780,2015,1,Sun,September 13,4:25PM,Tennessee Titans,Tampa Bay Buccaneers,42,14,309,1,273,2,Tampa Bay Buccaneers,Tennessee Titans
11781,2015,1,Sun,September 13,4:25PM,Cincinnati Bengals,Oakland Raiders,33,13,396,0,246,2,Oakland Raiders,Cincinnati Bengals
11782,2015,1,Sun,September 13,8:31PM,Dallas Cowboys,New York Giants,27,26,436,3,288,0,Dallas Cowboys,New York Giants
11783,2015,1,Mon,September 14,7:10PM,Atlanta Falcons,Philadelphia Eagles,26,24,395,2,399,2,Atlanta Falcons,Philadelphia Eagles
11784,2015,1,Mon,September 14,10:20PM,San Francisco 49ers,Minnesota Vikings,20,3,395,1,248,1,San Francisco 49ers,Minnesota Vikings
11786,2015,2,Thu,September 17,8:29PM,Denver Broncos,Kansas City Chiefs,31,24,299,1,314,5,Kansas City Chiefs,Denver Broncos
11787,2015,2,Sun,September 20,1:00PM,Arizona Cardinals,Chicago Bears,48,23,300,2,335,2,Chicago Bears,Arizona Cardinals
11788,2015,2,Sun,September 20,1:02PM,Cleveland Browns,Tennessee Titans,28,14,274,0,385,3,Cleveland Browns,Tennessee Titans
11789,2015,2,Sun,September 20,1:02PM,Atlanta Falcons,New York Giants,24,20,402,0,388,1,New York Giants,Atlanta Falcons
11790,2015,2,Sun,September 20,1:02PM,Carolina Panthers,Houston Texans,24,17,350,1,300,1,Carolina Panthers,Houston Texans
11791,2015,2,Sun,September 20,1:02PM,Tampa Bay Buccaneers,New Orleans Saints,26,19,333,2,323,3,New Orleans Saints,Tampa Bay Buccaneers
11792,2015,2,Sun,September 20,1:02PM,Pittsburgh Steelers,San Francisco 49ers,43,18,453,0,409,1,Pittsburgh Steelers,San Francisco 49ers
11793,2015,2,Sun,September 20,1:02PM,New England Patriots,Buffalo Bills,40,32,507,2,349,3,Buffalo Bills,New England Patriots
11794,2015,2,Sun,September 20,1:03PM,Minnesota Vikings,Detroit Lions,26,16,350,1,323,3,Minnesota Vikings,Detroit Lions
11795,2015,2,Sun,September 20,1:03PM,Cincinnati Bengals,San Diego Chargers,24,19,389,2,354,3,Cincinnati Bengals,San Diego Chargers
11796,2015,2,Sun,September 20,1:03PM,Washington Redskins,St. Louis Rams,24,10,373,1,213,0,Washington Redskins,St. Louis Rams
11797,2015,2,Sun,September 20,4:05PM,Jacksonville Jaguars,Miami Dolphins,23,20,396,0,386,0,Jacksonville Jaguars,Miami Dolphins
11798,2015,2,Sun,September 20,4:05PM,Oakland Raiders,Baltimore Ravens,37,33,448,1,493,2,Oakland Raiders,Baltimore Ravens
11799,2015,2,Sun,September 20,4:25PM,Dallas Cowboys,Philadelphia Eagles,20,10,359,2,226,3,Philadelphia Eagles,Dallas Cowboys
11800,2015,2,Sun,September 20,8:25PM,Green Bay Packers,Seattle Seahawks,27,17,361,1,324,2,Green Bay Packers,Seattle Seahawks
11801,2015,2,Mon,September 21,8:30PM,New York Jets,Indianapolis Colts,20,7,344,1,343,5,Indianapolis Colts,New York Jets
11803,2015,3,Thu,September 24,8:26PM,New York Giants,Washington Redskins,32,21,363,0,393,3,New York Giants,Washington Redskins
11804,2015,3,Sun,September 27,1:00PM,Pittsburgh Steelers,St. Louis Rams,12,6,259,1,258,1,St. Louis Rams,Pittsburgh Steelers
11805,2015,3,Sun,September 27,1:02PM,Oakland Raiders,Cleveland Browns,27,20,469,1,355,2,Cleveland Browns,Oakland Raiders
11806,2015,3,Sun,September 27,1:02PM,Minnesota Vikings,San Diego Chargers,31,14,284,1,369,2,Minnesota Vikings,San Diego Chargers
11807,2015,3,Sun,September 27,1:02PM,Cincinnati Bengals,Baltimore Ravens,28,24,458,2,398,1,Baltimore Ravens,Cincinnati Bengals
11808,2015,3,Sun,September 27,1:03PM,Indianapolis Colts,Tennessee Titans,35,33,378,2,433,2,Tennessee Titans,Indianapolis Colts
11809,2015,3,Sun,September 27,1:03PM,Philadelphia Eagles,New York Jets,24,17,231,1,323,4,New York Jets,Philadelphia Eagles
11810,2015,3,Sun,September 27,1:03PM,Houston Texans,Tampa Bay Buccaneers,19,9,413,1,318,1,Houston Texans,Tampa Bay Buccaneers
11811,2015,3,Sun,September 27,1:03PM,Atlanta Falcons,Dallas Cowboys,39,28,438,0,347,1,Dallas Cowboys,Atlanta Falcons
11812,2015,3,Sun,September 27,1:03PM,Carolina Panthers,New Orleans Saints,27,22,431,0,380,2,Carolina Panthers,New Orleans Saints
11813,2015,3,Sun,September 27,1:06PM,New England Patriots,Jacksonville Jaguars,51,17,471,0,293,1,New England Patriots,Jacksonville Jaguars
11814,2015,3,Sun,September 27,4:05PM,Arizona Cardinals,San Francisco 49ers,47,7,446,1,156,4,Arizona Cardinals,San Francisco 49ers
11815,2015,3,Sun,September 27,4:25PM,Buffalo Bills,Miami Dolphins,41,14,428,0,391,3,Miami Dolphins,Buffalo Bills
11816,2015,3,Sun,September 27,4:26PM,Seattle Seahawks,Chicago Bears,26,0,371,0,146,0,Seattle Seahawks,Chicago Bears
11817,2015,3,Sun,September 27,8:30PM,Denver Broncos,Detroit Lions,24,12,354,2,290,3,Detroit Lions,Denver Broncos
11818,2015,3,Mon,September 28,8:30PM,Green Bay Packers,Kansas City Chiefs,38,28,448,0,326,1,Green Bay Packers,Kansas City Chiefs
11820,2015,4,Thu,October 1,8:26PM,Baltimore Ravens,Pittsburgh Steelers,23,20,356,2,263,0,Pittsburgh Steelers,Baltimore Ravens
11821,2015,4,Sun,October 4,9:37AM,New York Jets,Miami Dolphins,27,14,425,1,226,2,Miami Dolphins,New York Jets
11822,2015,4,Sun,October 4,1:02PM,Indianapolis Colts,Jacksonville Jaguars,16,13,326,2,431,0,Indianapolis Colts,Jacksonville Jaguars
11823,2015,4,Sun,October 4,1:02PM,New York Giants,Buffalo Bills,24,10,303,1,313,2,Buffalo Bills,New York Giants
11824,2015,4,Sun,October 4,1:02PM,Chicago Bears,Oakland Raiders,22,20,371,3,266,2,Chicago Bears,Oakland Raiders
11825,2015,4,Sun,October 4,1:02PM,Atlanta Falcons,Houston Texans,48,21,378,0,428,4,Atlanta Falcons,Houston Texans
11826,2015,4,Sun,October 4,1:03PM,Cincinnati Bengals,Kansas City Chiefs,36,21,445,0,461,1,Cincinnati Bengals,Kansas City Chiefs
11827,2015,4,Sun,October 4,1:03PM,Washington Redskins,Philadelphia Eagles,23,20,417,1,320,2,Washington Redskins,Philadelphia Eagles
11828,2015,4,Sun,October 4,1:03PM,Carolina Panthers,Tampa Bay Buccaneers,37,23,244,1,411,5,Tampa Bay Buccaneers,Carolina Panthers
11829,2015,4,Sun,October 4,4:05PM,San Diego Chargers,Cleveland Browns,30,27,438,0,432,1,San Diego Chargers,Cleveland Browns
11830,2015,4,Sun,October 4,4:25PM,St. Louis Rams,Arizona Cardinals,24,22,328,0,447,3,Arizona Cardinals,St. Louis Rams
11831,2015,4,Sun,October 4,4:25PM,Denver Broncos,Minnesota Vikings,23,20,344,2,325,1,Denver Broncos,Minnesota Vikings
11832,2015,4,Sun,October 4,4:25PM,Green Bay Packers,San Francisco 49ers,17,3,362,0,196,1,San Francisco 49ers,Green Bay Packers
11833,2015,4,Sun,October 4,8:30PM,New Orleans Saints,Dallas Cowboys,26,20,438,0,335,0,New Orleans Saints,Dallas Cowboys
11834,2015,4,Mon,October 5,8:31PM,Seattle Seahawks,Detroit Lions,13,10,345,3,256,1,Seattle Seahawks,Detroit Lions
11836,2015,5,Thu,October 8,8:26PM,Indianapolis Colts,Houston Texans,27,20,323,0,444,2,Houston Texans,Indianapolis Colts
11837,2015,5,Sun,October 11,1:02PM,Cleveland Browns,Baltimore Ravens,33,30,505,0,377,0,Baltimore Ravens,Cleveland Browns
11838,2015,5,Sun,October 11,1:02PM,Chicago Bears,Kansas City Chiefs,18,17,328,1,287,0,Kansas City Chiefs,Chicago Bears
11839,2015,5,Sun,October 11,1:02PM,Atlanta Falcons,Washington Redskins,25,19,418,3,270,2,Atlanta Falcons,Washington Redskins
11840,2015,5,Sun,October 11,1:02PM,Green Bay Packers,St. Louis Rams,24,10,322,3,334,4,Green Bay Packers,St. Louis Rams
11841,2015,5,Sun,October 11,1:02PM,Tampa Bay Buccaneers,Jacksonville Jaguars,38,31,369,0,325,2,Tampa Bay Buccaneers,Jacksonville Jaguars
11842,2015,5,Sun,October 11,1:03PM,Cincinnati Bengals,Seattle Seahawks,27,24,419,2,397,1,Cincinnati Bengals,Seattle Seahawks
11843,2015,5,Sun,October 11,1:03PM,Buffalo Bills,Tennessee Titans,14,13,209,1,276,1,Tennessee Titans,Buffalo Bills
11844,2015,5,Sun,October 11,1:04PM,Philadelphia Eagles,New Orleans Saints,39,17,519,2,388,4,Philadelphia Eagles,New Orleans Saints
11845,2015,5,Sun,October 11,4:05PM,Arizona Cardinals,Detroit Lions,42,17,345,0,435,6,Detroit Lions,Arizona Cardinals
11846,2015,5,Sun,October 11,4:25PM,Denver Broncos,Oakland Raiders,16,10,297,2,288,3,Oakland Raiders,Denver Broncos
11847,2015,5,Sun,October 11,4:25PM,New England Patriots,Dallas Cowboys,30,6,356,0,265,2,Dallas Cowboys,New England Patriots
11848,2015,5,Sun,October 11,8:31PM,New York Giants,San Francisco 49ers,30,27,525,1,380,0,New York Giants,San Francisco 49ers
11849,2015,5,Mon,October 12,8:30PM,Pittsburgh Steelers,San Diego Chargers,24,20,349,1,406,2,San Diego Chargers,Pittsburgh Steelers
11851,2015,6,Thu,October 15,8:26PM,New Orleans Saints,Atlanta Falcons,31,21,385,0,413,3,New Orleans Saints,Atlanta Falcons
11852,2015,6,Sun,October 18,1:02PM,New York Jets,Washington Redskins,34,20,474,3,225,2,New York Jets,Washington Redskins
11853,2015,6,Sun,October 18,1:02PM,Cincinnati Bengals,Buffalo Bills,34,21,355,0,368,1,Buffalo Bills,Cincinnati Bengals
11854,2015,6,Sun,October 18,1:02PM,Denver Broncos,Cleveland Browns,26,23,442,3,298,3,Cleveland Browns,Denver Broncos
11855,2015,6,Sun,October 18,1:02PM,Detroit Lions,Chicago Bears,37,34,546,3,444,1,Detroit Lions,Chicago Bears
11856,2015,6,Sun,October 18,1:02PM,Houston Texans,Jacksonville Jaguars,31,20,382,0,394,3,Jacksonville Jaguars,Houston Texans
11857,2015,6,Sun,October 18,1:02PM,Minnesota Vikings,Kansas City Chiefs,16,10,321,2,328,1,Minnesota Vikings,Kansas City Chiefs
11858,2015,6,Sun,October 18,1:03PM,Miami Dolphins,Tennessee Titans,38,10,434,2,299,4,Tennessee Titans,Miami Dolphins
11859,2015,6,Sun,October 18,1:04PM,Pittsburgh Steelers,Arizona Cardinals,25,13,310,0,469,3,Pittsburgh Steelers,Arizona Cardinals
11860,2015,6,Sun,October 18,4:06PM,Carolina Panthers,Seattle Seahawks,27,23,383,2,334,0,Seattle Seahawks,Carolina Panthers
11861,2015,6,Sun,October 18,4:25PM,Green Bay Packers,San Diego Chargers,27,20,370,0,548,1,Green Bay Packers,San Diego Chargers
11862,2015,6,Sun,October 18,4:25PM,San Francisco 49ers,Baltimore Ravens,25,20,391,0,420,2,San Francisco 49ers,Baltimore Ravens
11863,2015,6,Sun,October 18,8:30PM,New England Patriots,Indianapolis Colts,34,27,417,1,409,0,Indianapolis Colts,New England Patriots
11864,2015,6,Mon,October 19,8:30PM,Philadelphia Eagles,New York Giants,27,7,428,4,247,3,Philadelphia Eagles,New York Giants
11866,2015,7,Thu,October 22,8:26PM,Seattle Seahawks,San Francisco 49ers,20,3,388,2,142,0,San Francisco 49ers,Seattle Seahawks
11867,2015,7,Sun,October 25,8:35AM,Jacksonville Jaguars,Buffalo Bills,34,31,295,1,375,4,Jacksonville Jaguars,Buffalo Bills
11868,2015,7,Sun,October 25,1:00PM,St. Louis Rams,Cleveland Browns,24,6,308,1,364,4,St. Louis Rams,Cleveland Browns
11869,2015,7,Sun,October 25,1:02PM,New England Patriots,New York Jets,30,23,353,0,372,1,New England Patriots,New York Jets
11870,2015,7,Sun,October 25,1:02PM,Miami Dolphins,Houston Texans,44,26,503,1,322,1,Miami Dolphins,Houston Texans
11871,2015,7,Sun,October 25,1:02PM,Atlanta Falcons,Tennessee Titans,10,7,378,2,256,2,Tennessee Titans,Atlanta Falcons
11872,2015,7,Sun,October 25,1:02PM,Minnesota Vikings,Detroit Lions,28,19,425,1,274,0,Detroit Lions,Minnesota Vikings
11873,2015,7,Sun,October 25,1:03PM,New Orleans Saints,Indianapolis Colts,27,21,449,1,376,3,Indianapolis Colts,New Orleans Saints
11874,2015,7,Sun,October 25,1:03PM,Kansas City Chiefs,Pittsburgh Steelers,23,13,377,0,339,3,Kansas City Chiefs,Pittsburgh Steelers
11875,2015,7,Sun,October 25,1:04PM,Washington Redskins,Tampa Bay Buccaneers,31,30,355,1,479,1,Washington Redskins,Tampa Bay Buccaneers
11876,2015,7,Sun,October 25,4:05PM,Oakland Raiders,San Diego Chargers,37,29,412,0,417,2,San Diego Chargers,Oakland Raiders
11877,2015,7,Sun,October 25,4:25PM,New York Giants,Dallas Cowboys,27,20,289,0,460,4,New York Giants,Dallas Cowboys
11878,2015,7,Sun,October 25,8:31PM,Carolina Panthers,Philadelphia Eagles,27,16,394,3,349,1,Carolina Panthers,Philadelphia Eagles
11879,2015,7,Mon,October 26,8:30PM,Arizona Cardinals,Baltimore Ravens,26,18,414,0,276,2,Arizona Cardinals,Baltimore Ravens
11881,2015,8,Thu,October 29,8:26PM,New England Patriots,Miami Dolphins,36,7,437,0,270,2,New England Patriots,Miami Dolphins
11882,2015,8,Sun,November 1,9:36AM,Kansas City Chiefs,Detroit Lions,45,10,340,0,276,2,Kansas City Chiefs,Detroit Lions
11883,2015,8,Sun,November 1,1:00PM,St. Louis Rams,San Francisco 49ers,27,6,388,1,189,0,St. Louis Rams,San Francisco 49ers
11884,2015,8,Sun,November 1,1:00PM,Minnesota Vikings,Chicago Bears,23,20,327,1,305,0,Chicago Bears,Minnesota Vikings
11885,2015,8,Sun,November 1,1:02PM,Cincinnati Bengals,Pittsburgh Steelers,16,10,296,2,356,3,Pittsburgh Steelers,Cincinnati Bengals
11886,2015,8,Sun,November 1,1:02PM,Houston Texans,Tennessee Titans,20,6,270,0,211,3,Houston Texans,Tennessee Titans
11887,2015,8,Sun,November 1,1:02PM,Tampa Bay Buccaneers,Atlanta Falcons,23,20,290,0,496,4,Atlanta Falcons,Tampa Bay Buccaneers
11888,2015,8,Sun,November 1,1:02PM,New Orleans Saints,New York Giants,52,49,608,2,416,1,New Orleans Saints,New York Giants
11889,2015,8,Sun,November 1,1:02PM,Baltimore Ravens,San Diego Chargers,29,26,365,0,371,0,Baltimore Ravens,San Diego Chargers
11890,2015,8,Sun,November 1,1:02PM,Arizona Cardinals,Cleveland Browns,34,20,491,4,254,2,Cleveland Browns,Arizona Cardinals
11891,2015,8,Sun,November 1,4:05PM,Oakland Raiders,New York Jets,34,20,451,0,366,1,Oakland Raiders,New York Jets
11892,2015,8,Sun,November 1,4:25PM,Seattle Seahawks,Dallas Cowboys,13,12,323,1,220,0,Dallas Cowboys,Seattle Seahawks
11893,2015,8,Sun,November 1,8:30PM,Denver Broncos,Green Bay Packers,29,10,500,1,140,0,Denver Broncos,Green Bay Packers
11894,2015,8,Mon,November 2,8:30PM,Carolina Panthers,Indianapolis Colts,29,26,379,3,359,4,Carolina Panthers,Indianapolis Colts
11896,2015,9,Thu,November 5,8:25PM,Cincinnati Bengals,Cleveland Browns,31,10,371,0,213,0,Cincinnati Bengals,Cleveland Browns
11897,2015,9,Sun,November 8,1:02PM,Minnesota Vikings,St. Louis Rams,21,18,293,1,320,0,Minnesota Vikings,St. Louis Rams
11898,2015,9,Sun,November 8,1:02PM,Buffalo Bills,Miami Dolphins,33,17,420,0,397,1,Buffalo Bills,Miami Dolphins
11899,2015,9,Sun,November 8,1:02PM,New England Patriots,Washington Redskins,27,10,460,2,250,2,New England Patriots,Washington Redskins
11900,2015,9,Sun,November 8,1:02PM,New York Jets,Jacksonville Jaguars,28,23,290,0,436,4,New York Jets,Jacksonville Jaguars
11901,2015,9,Sun,November 8,1:02PM,Tennessee Titans,New Orleans Saints,34,28,483,1,416,2,New Orleans Saints,Tennessee Titans
11902,2015,9,Sun,November 8,1:02PM,Pittsburgh Steelers,Oakland Raiders,38,35,597,2,440,4,Pittsburgh Steelers,Oakland Raiders
11903,2015,9,Sun,November 8,1:04PM,Carolina Panthers,Green Bay Packers,37,29,427,1,402,2,Carolina Panthers,Green Bay Packers
11904,2015,9,Sun,November 8,4:05PM,New York Giants,Tampa Bay Buccaneers,32,18,327,2,383,3,Tampa Bay Buccaneers,New York Giants
11905,2015,9,Sun,November 8,4:05PM,San Francisco 49ers,Atlanta Falcons,17,16,318,2,302,0,San Francisco 49ers,Atlanta Falcons
11906,2015,9,Sun,November 8,4:25PM,Indianapolis Colts,Denver Broncos,27,24,365,0,309,2,Indianapolis Colts,Denver Broncos
11907,2015,9,Sun,November 8,8:31PM,Philadelphia Eagles,Dallas Cowboys,33,27,459,0,411,1,Dallas Cowboys,Philadelphia Eagles
11908,2015,9,Mon,November 9,8:30PM,Chicago Bears,San Diego Chargers,22,19,446,2,339,1,San Diego Chargers,Chicago Bears
11910,2015,10,Thu,November 12,8:26PM,Buffalo Bills,New York Jets,22,17,280,0,318,4,New York Jets,Buffalo Bills
11911,2015,10,Sun,November 15,1:00PM,Chicago Bears,St. Louis Rams,37,13,397,2,285,2,St. Louis Rams,Chicago Bears
11912,2015,10,Sun,November 15,1:03PM,Carolina Panthers,Tennessee Titans,27,10,303,0,242,2,Tennessee Titans,Carolina Panthers
11913,2015,10,Sun,November 15,1:04PM,Detroit Lions,Green Bay Packers,18,16,287,1,372,0,Green Bay Packers,Detroit Lions
11914,2015,10,Sun,November 15,1:04PM,Pittsburgh Steelers,Cleveland Browns,30,9,459,2,342,3,Pittsburgh Steelers,Cleveland Browns
11915,2015,10,Sun,November 15,1:05PM,Jacksonville Jaguars,Baltimore Ravens,22,20,258,1,397,4,Baltimore Ravens,Jacksonville Jaguars
11916,2015,10,Sun,November 15,1:05PM,Tampa Bay Buccaneers,Dallas Cowboys,10,6,330,2,216,1,Tampa Bay Buccaneers,Dallas Cowboys
11917,2015,10,Sun,November 15,1:05PM,Miami Dolphins,Philadelphia Eagles,20,19,289,0,436,1,Philadelphia Eagles,Miami Dolphins
11918,2015,10,Sun,November 15,1:05PM,Washington Redskins,New Orleans Saints,47,14,510,0,350,2,Washington Redskins,New Orleans Saints
11919,2015,10,Sun,November 15,4:05PM,Minnesota Vikings,Oakland Raiders,30,14,385,0,371,2,Oakland Raiders,Minnesota Vikings
11920,2015,10,Sun,November 15,4:30PM,Kansas City Chiefs,Denver Broncos,29,13,303,0,221,5,Denver Broncos,Kansas City Chiefs
11921,2015,10,Sun,November 15,4:31PM,New England Patriots,New York Giants,27,26,406,2,422,1,New York Giants,New England Patriots
11922,2015,10,Sun,November 15,8:35PM,Arizona Cardinals,Seattle Seahawks,39,32,451,3,343,1,Seattle Seahawks,Arizona Cardinals
11923,2015,10,Mon,November 16,8:30PM,Houston Texans,Cincinnati Bengals,10,6,256,1,256,2,Cincinnati Bengals,Houston Texans
11925,2015,11,Thu,November 19,8:26PM,Jacksonville Jaguars,Tennessee Titans,19,13,308,2,316,1,Jacksonville Jaguars,Tennessee Titans
11926,2015,11,Sun,November 22,1:02PM,Tampa Bay Buccaneers,Philadelphia Eagles,45,17,521,1,383,4,Philadelphia Eagles,Tampa Bay Buccaneers
11927,2015,11,Sun,November 22,1:02PM,Baltimore Ravens,St. Louis Rams,16,13,388,2,213,4,Baltimore Ravens,St. Louis Rams
11928,2015,11,Sun,November 22,1:02PM,Denver Broncos,Chicago Bears,17,15,389,0,347,2,Chicago Bears,Denver Broncos
11929,2015,11,Sun,November 22,1:02PM,Indianapolis Colts,Atlanta Falcons,24,21,276,3,375,4,Atlanta Falcons,Indianapolis Colts
11930,2015,11,Sun,November 22,1:02PM,Carolina Panthers,Washington Redskins,44,16,368,0,186,5,Carolina Panthers,Washington Redskins
